referencia_codigo;gestor_codigo;gestor_descripcion;municipio_codigo;municipio_descripcion;localizacion_descripcion;parcela_descripcion;regimen_codigo;clase_codigo;uso_principal_codigo;urbanizacion_codigo;superficie_registrada;superficie_edificable;descripcion_español;descripcion_ingles;observaciones_español;observaciones_ingles;contacto_direccion;referencia_catastral_20;referencia_catastral_14;coordenada_x;coordenada_y;url_visor
151001Y;Y;Ayuntamiento de Torrelaguna;151;Torrelaguna;CALLE MOLINO DEL ACEITE nº4;PARCELA 8073;V;URB;R;U;528,54;396;Suelo Urbano. Residencial.;Residential urban land.;Acceso pavimentado.;Paved access.;Tf.-918 43 00 10 c/ Mayor nº1. Eduardo Burgos García.;5197201VL5159N0001AH;5197201VL5159N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27151001Y%27&&share&&ZONE=430000,4485000,8
058003Y;Y;Ayuntamiento de Fuenlabrada;058;Fuenlabrada;"P.P. I-3 ""El Bañuelo"" Avd. Arqueología 3";PARCELA 2.2;V;URB;I;U;5212,09;3387,86;Suelo Urbano. Uso Industrial. Industria  aislada 1;Urban ground. ISOLATED INDUSTRY.;;;Jesús González Fernández j.gonzalez@ayto-fuenlabrada.es;4283301VK3548S0001IU;4283301VK3548S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27058003Y%27&&share&&ZONE=430000,4485000,8
079101Y;Y;Ayuntamiento de Madrid;079;Madrid;CALLE DE MAGACELA;API 12.02 OESTE DE SAN FERMIN;V;URB;T;U;4288,32;12864,96;Suelo Urbano. INDUSTRIA/SERVICIOS TERCIARIOS;Urban ground. INDUSTRY/TERTIARY SERVICES;Finca de Inventario nº 17195. valor venta 2.244.935,52  ? 6432,48 (Industrial)  6432,48 (Terciario);Inventory Property nº  17195. Sales value 2.244.935,52  ?;Telf.. 914802130 /629047671 C/ Ribera del Sena 21. José Ignacio del Fresno Martín fresnomji@madrid.es;1288203VK4618G0001IP;1288203VK4618G;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079101Y%27&&share&&ZONE=430000,4485000,8
079102Y;Y;Ayuntamiento de Madrid;079;Madrid;CALLE OROVILLA 20;API 12.02 OESTE DE SAN FERMIN;V;URB;T;U;1254,23;3762,68;Suelo Urbano. INDUSTRIA/SERVICIOS TERCIARIOS;Urban ground. INDUSTRY/TERTIARY SERVICES;Finca de Inventario nº 17194. valor venta 656.589,41  ? 1881,34 (Industrial)  1881,34 (Terciario);Inventory Property nº  17194. Sales value 656.589,41  ?;Telf.. 914802130 /629047671 C/ Ribera del Sena 21. José Ignacio del Fresno Martín fresnomji@madrid.es;1288504VK4618G0001YP;1288504VK4618G;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079102Y%27&&share&&ZONE=430000,4485000,8
079103Y;Y;Ayuntamiento de Madrid;079;Madrid;CL JUAN MIEG 12;UZI.0.10 - ENSANCHE DE CARABANCHEL (PP II.6);V;URB;T;U;3936,63;19831;Suelo Urbano. INDUSTRIA/SERVICIOS TERCIARIOS;Urban ground. INDUSTRY/TERTIARY SERVICES;Finca de Inventario nº20947. valor venta 3.302.706,50  ? 9915,5 (Industrial)  9915,5 (Terciario);Inventory Property nº  20947. Sales value 3.302.706,50  ?;Telf.. 914802130 /629047671 C/ Ribera del Sena 21. José Ignacio del Fresno Martín fresnomji@madrid.es;8293303VK3689C0001ZU;8293303VK3689C;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079103Y%27&&share&&ZONE=430000,4485000,8
079104Y;Y;Ayuntamiento de Madrid;079;Madrid;CL JUAN MIEG 22;UZI.0.10 - ENSANCHE DE CARABANCHEL (PP II.6);V;URB;T;U;16090,21;80702,66;Suelo Urbano. INDUSTRIA/SERVICIOS TERCIARIOS;Urban ground. INDUSTRY/TERTIARY SERVICES;Finca de Inventario nº 20948. valor venta 13.033.479,59  ? 40351,33 (Industrial)  40351,33 (Terciario);Inventory Property nº  20948. Sales value 13.033.479,59  ?;Telf.. 914802130 /629047671 C/ Ribera del Sena 21. José Ignacio del Fresno Martín fresnomji@madrid.es;8293304VK3689C0001UU;8293304VK3689C;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079104Y%27&&share&&ZONE=430000,4485000,8
006009Y;Y;Ayuntamiento de Alcobendas;006;Alcobendas;Calle Peñalara 26. Valdelacasa.;PARCELA 18;C;URB;O;U;32523,36;40654,2;"Suelo Urbano. CLAVE DE ZONA DOTACIONAL - P.P. ""VALDELACASA""";Dotational urban ground.;Suelo municipal disponible para adjudicación de Derecho de Superficie. La licitación se realizará cuando cuando se constate el interés por la adjudicación en las condiciones que se determinen en cada caso particular.;Public municipal plot available for allocation of Surface Rights. The tender will be carried out when the interest in the award is confirmed under the conditions determined in each particular case.;Javier Merino Díaz. Tf.-91 6597600 ext. 2308 Plaza Mayor,  1. Planta 2ª ? 28100 Alcobendas;3866502VK4836N0001QA;3866502VK4836N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27006009Y%27&&share&&ZONE=430000,4485000,8
006010Y;Y;Ayuntamiento de Alcobendas;006;Alcobendas;Calle Peñalara 46. Valdelacasa.;PARCELA 19;C;URB;O;U;7674,28;9592,85;"Suelo Urbano. CLAVE DE ZONA DOTACIONAL - P.P. ""VALDELACASA""";Dotational urban ground.;Suelo municipal disponible para adjudicación de Derecho de Superficie. La licitación se realizará cuando cuando se constate el interés por la adjudicación en las condiciones que se determinen en cada caso particular.;Public municipal plot available for allocation of Surface Rights. The tender will be carried out when the interest in the award is confirmed under the conditions determined in each particular case.;Javier Merino Díaz. Tf.-91 6597600 ext. 2308 Plaza Mayor,  1. Planta 2ª ? 28100 Alcobendas;3866503VK4836N0001PA;3866503VK4836N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27006010Y%27&&share&&ZONE=430000,4485000,8
006012Y;Y;Ayuntamiento de Alcobendas;006;Alcobendas;Calle La Maliciosa 3. Valdelacasa.;PARCELA 20;C;URB;O;U;25265,23;31581,54;"Suelo Urbano. CLAVE DE ZONA DOTACIONAL - P.P. """"VALDELACASA""""";Dotational urban ground.;Suelo municipal disponible para adjudicación de Derecho de Superficie. La licitación se realizará cuando cuando se constate el interés por la adjudicación en las condiciones que se determinen en cada caso particular.;Public municipal plot available for allocation of Surface Rights. The tender will be carried out when the interest in the award is confirmed under the conditions determined in each particular case.;Javier Merino Díaz. Tf.-91 6597600 ext. 2308 Plaza Mayor,  1. Planta 2ª ? 28100 Alcobendas;4479808VK4847N0001QO;4479808VK4847N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27006012Y%27&&share&&ZONE=430000,4485000,8
006013Y;Y;Ayuntamiento de Alcobendas;006;Alcobendas;Avd. de la Ilusión, 15;PARCELA UP-13;C;URB;O;U;19851,61;14888,71;"Suelo Urbano. Ordenanza DOT - DOTACIONAL - EQUIPAMIENTO SOCIAL, del Plan Parcial """"Fuentelucha"""".";Dotational urban ground.;Suelo municipal disponible para adjudicación de Concesión Demanial. La licitación se realizará cuando cuando se constate el interés por la adjudicación en las condiciones que se determinen en cada caso particular.;Public municipal plot available for allocation of Surface Rights. The tender will be carried out when the interest in the award is confirmed under the conditions determined in each particular case.;Javier Merino Díaz. Tf.-91 6597600 ext. 2308 Plaza Mayor,  1. Planta 2ª ? 28100 Alcobendas;4401901VK4940S0001WK;4401901VK4940S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27006013Y%27&&share&&ZONE=430000,4485000,8
006014Y;Y;Ayuntamiento de Alcobendas;006;Alcobendas;Calle Embrujo 8,;PARCELA UP-6;C;URB;O;U;6602;6602;"Suelo Urbano. Ordenanza DOT - DOTACIONAL - EQUIPAMIENTO SOCIAL, del Plan Parcial """"Fuentelucha"""".";Dotational urban ground.;Suelo municipal disponible para adjudicación de Concesión Demanial. La licitación se realizará cuando cuando se constate el interés por la adjudicación en las condiciones que se determinen en cada caso particular.;Public municipal plot available for allocation of Surface Rights. The tender will be carried out when the interest in the award is confirmed under the conditions determined in each particular case.;Javier Merino Díaz. Tf.-91 6597600 ext. 2308 Plaza Mayor,  1. Planta 2ª ? 28100 Alcobendas;4401905VK4940S0001GK;4401905VK4940S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27006014Y%27&&share&&ZONE=430000,4485000,8
006015Y;Y;Ayuntamiento de Alcobendas;006;Alcobendas;Calle Fernando Alonso 1;PARCELA D3a;C;URB;O;U;5072,93;5072,93;"Suelo Urbano. Ordenanza DOT - DOTACIONAL - EQUIPAMIENTO SOCIAL, del Plan Parcial """"El Juncal"""".";Dotational urban ground.;Suelo municipal disponible para adjudicación de Concesión Demanial. La licitación se realizará cuando cuando se constate el interés por la adjudicación en las condiciones que se determinen en cada caso particular.;Public municipal plot available for allocation of Surface Rights. The tender will be carried out when the interest in the award is confirmed under the conditions determined in each particular case.;Javier Merino Díaz  Tf.-91 6597600 ext. 2308 Plaza Mayor,  1. Planta 2ª ? 28100 Alcobendas;7577115VK4877N0001UZ;7577115VK4877N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27006015Y%27&&share&&ZONE=430000,4485000,8
006016Y;Y;Ayuntamiento de Alcobendas;006;Alcobendas;Calle Fernando Alonso 5;PARCELA D3a;C;URB;O;U;11215;11215;"Suelo Urbano. Ordenanza DOT - DOTACIONAL - EQUIPAMIENTO SOCIAL, del Plan Parcial """"El Juncal"""".";Dotational urban ground.;Suelo municipal disponible para adjudicación de Concesión Demanial. Se corresponde con la parte vacante de la parcela total. La licitación se realizará cuando cuando se constate el interés por la adjudicación en las condiciones que se determinen en cada caso particular.;Public municipal plot available for allocation of Surface Rights. The tender will be carried out when the interest in the award is confirmed under the conditions determined in each particular case.;Javier Merino Díaz  Tf.-91 6597600 ext. 2308 Plaza Mayor,  1. Planta 2ª ? 28100 Alcobendas;7577110VK4877N0001IZ;7577110VK4877N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27006016Y%27&&share&&ZONE=430000,4485000,8
006007Y;Y;Ayuntamiento de Alcobendas;006;Alcobendas;Calle de la Pedriza 1. Valdelacasa;PARCELA 7-13;C;URB;T;U;30768,33;25612,05;"Suelo Urbano. Calificación T-I-UT2 - TERCIARIO-INDUSTRIA (MIXTA), del Plan Parcial ""Valdelacasa"". Grado 3º OFICINAS.  Edificabilidad  10.695,32 m2 uso industrial y 14.916,73 m2 uso terciario.";"Urban ground. Ordinance T+I Building for Specific Tertiary-Industry Use,  Partial Plan ""Valdelacasa"". Grade 3 OFFICES";Suelo municipal disponible para adjudicación directa de Derecho de Superficie y opción a compra por haber sido declarado desierta la licitación con fecha de 22/08/2023. Edificabilidad  10.695,32 m2 uso industrial y 14.916,73 m2 uso terciario.;Public municipal plot available for allocation of Surface Rights.;Javier Merino Díaz  Tf.-91 6597600 ext. 2308 Plaza Mayor,  1. Planta 2ª ? 28100 Alcobendas;4172305VK4847S0001SJ;4172305VK4847S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27006007Y%27&&share&&ZONE=430000,4485000,8
000917S;S;Dirección General de Suelo;104;Paracuellos de Jarama;C/ Calderon de la Barca, 13;PARCELA 49;V;URB;I;U;929;668,88;Parcela cercana al Aeropuerto Adolfo Suárez Madrid-Barajas. Ordenanza IP-CT Industria Pareada en coexistencia con Terciario;Plot near the Adolfo Suárez Madrid-Barajas Airport. Ordinance IP-CT Paired Industry in coexistence with Tertiary;Parcela parcialmente afecta por zona de policía del río Jarama, que no afecta a materialización de la edificabilidad;Plot partially affected by the Jarama river police zone, which does not affect the materialization of the buildable area;Tf.-91 438 21 65 / 66,  c/ Alcalá, 16, Madrid 28014.;3541801VK5834S0001WB;3541801VK5834S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000917S%27&&share&&ZONE=430000,4485000,8
000964S;S;Dirección General de Suelo;104;Paracuellos de Jarama;Ctra. Paracuellos Belvis;;V;URB;I;U;47751;31038,15;Parcela cercana al Aeropuerto Adolfo Suárez Madrid-Barajas. Ordenanza IE-CT Industria Exenta en coexistencia con Terciario;Plot next to Adolfo Suárez Madrid-Barajas Airport. IE-CT Exempt Industry Ordinance in coexistence with Tertiary;Margen de la parcela afecto por zona de policía del río Jarama, que no afecta a materialización de la edificabilidad;Margin of the plot affected by the Jarama river police zone, which does not affect the materialisation of the buildable area;Tf.-91 438 21 65 / 66,  c/ Alcalá, 16, Madrid 28014.;3539401VK5833N0001FK;3539401VK5833N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000964S%27&&share&&ZONE=430000,4485000,8
045003Y;Y;Ayuntamiento de Colmenar Viejo;045;Colmenar Viejo;Calle Blas de Lezo 11;PARCELA 3 MANZANA COL 1 SECTOR 2 POZANCO;V;URB;R;U;1426;1495;Suelo Urbano. Residencial Colectiva.;Urban Plot. Protected Collective Residential, VPP.;Uso Residencial Colectivo, con un número máximo de viviendas de trece, en régimen de Viviendas de Protección de menos de ciento diez metros cuadrados.;Protected Collective Residential, VPP. Maximum number of homes 13;Tf.-91 1380095 C/ Carlos Aragón Cancela 5;6018202VL3062N0001LP;6018202VL3062N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27045003Y%27&&share&&ZONE=430000,4485000,8
045004Y;Y;Ayuntamiento de Colmenar Viejo;045;Colmenar Viejo;Calle Ponce de León 5;PARCELA 1 MANZANA COL 1 SECTOR 2 POZANCO;V;URB;R;U;1833;1960;Suelo Urbano. Residencial Colectiva.;Urban Plot. Protected Collective Residential, VPP.;Uso Residencial Colectivo, con un número máximo de viviendas de veinte, en régimen de Viviendas de Protección de menos de ciento diez metros cuadrados.;Protected Collective Residential, VPP. Maximum number of homes is 13.;Tf.-91 1380095 C/ Carlos Aragón Cancela 5;6018524VL3062N0001FP;6018524VL3062N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27045004Y%27&&share&&ZONE=430000,4485000,8
079111Y;Y;Ayuntamiento de Madrid;079;Madrid;CALLE ALEJANDRO DUMAS 8;APE.02.27 - NUEVO MAHOU-CALDERON;V;URB;R;U;520,7;6194;Suelo Urbano. Residecial colectiva. Venta, condición de 15 años de alquiler asequible.;Urban ground. Collective residence. For sale, condition of 15 years of affordable rent.;Finca de Inventario nº  33714. LOTE 1;Inventory Property nº33714. LOT 1;Tf.-91 480 18 07. C/ Ribera del Sena 21. José Ignacio del Fresno / Cristina Torres;9027607VK3792E0000PY;9027607VK3792E;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079111Y%27&&share&&ZONE=430000,4485000,8
079112Y;Y;Ayuntamiento de Madrid;079;Madrid;CALLE DE MANUEL LAGUNA 40;API.11.12 - MERCEDES ARTEAGA, JACINTO VERGAGUER;V;URB;R;U;532,84;1968,7;Suelo Urbano. Residecial colectiva. Venta, condición de 15 años de alquiler asequible.;Urban ground. Collective residence. For sale, condition of 15 years of affordable rent.;Finca de Inventario nº 21704. LOTE 1;Inventory Property nº 21704. LOT 1;Tf.-91 480 18 07. C/ Ribera del Sena 21. José Ignacio del Fresno / Cristina Torres;3605381VK4730F0000SG;3605381VK4730F;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079112Y%27&&share&&ZONE=430000,4485000,8
079113Y;Y;Ayuntamiento de Madrid;079;Madrid;CALLE AMADEO I 1;APR.13.01 - SIERRA TOLEDANA;V;URB;R;U;2028,9;5400;Suelo Urbano. Residecial colectiva. Venta, condición de 15 años de alquiler asequible.;Urban ground. Collective residence. For sale, condition of 15 years of affordable rent.;Finca de Inventario nº  34213 . LOTE 1;Inventory Property nº 34213. LOT 1;Tf.-91 480 18 07. C/ Ribera del Sena 21. José Ignacio del Fresno / Cristina Torres;4329412VK4742G0000PH;4329412VK4742G;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079113Y%27&&share&&ZONE=430000,4485000,8
079114Y;Y;Ayuntamiento de Madrid;079;Madrid;CALLE RUZAFA 6;APR.13.01 - SIERRA TOLEDANA;V;URB;R;U;1839,91;4200;Suelo Urbano. Residecial colectiva. Venta, condición de 15 años de alquiler asequible.;Urban ground. Collective residence. For sale, condition of 15 years of affordable rent.;Finca de Inventario nº  34600 . LOTE 1;Inventory Property nº 34600. LOT 1;Tf.-91 480 18 07. C/ Ribera del Sena 21. José Ignacio del Fresno / Cristina Torres;4229818VK4742G0001BJ;4229818VK4742G;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079114Y%27&&share&&ZONE=430000,4485000,8
079115Y;Y;Ayuntamiento de Madrid;079;Madrid;CALLE MARTÍNEZ DE LA RIVA Nº 118;API 13.15 Dr Sánchez;V;URB;R;U;351,26;1521,1;Suelo Urbano. Residecial colectiva. Venta, condición de 15 años de alquiler asequible.;Urban ground. Collective residence. For sale, condition of 15 years of affordable rent.;Finca de Inventario nº  27288 . LOTE 1;Inventory Property nº 27288. LOT 1;Tf.-91 480 18 07. C/ Ribera del Sena 21. José Ignacio del Fresno / Cristina Torres;3706414VK4730F0001FH;3706414VK4730F;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079115Y%27&&share&&ZONE=430000,4485000,8
079116Y;Y;Ayuntamiento de Madrid;079;Madrid;CALLE AGUSTIN RODRIGUEZ BONAT 7;API.11.12 - MERCEDES ARTEAGA, JACINTO VERGAGUER;V;URB;R;U;2188,61;5729,84;Suelo Urbano. Residecial colectiva. Venta, condición de 15 años de alquiler asequible.;Urban ground. Collective residence. For sale, condition of 15 years of affordable rent.;Finca de Inventario nº 22587. LOTE 2;Inventory Property nº 22587. LOT 2;Tf.-91 480 18 07. C/ Ribera del Sena 21. José Ignacio del Fresno / Cristina Torres;9118292VK3791G0000KU;9118292VK3791G;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079116Y%27&&share&&ZONE=430000,4485000,8
079117Y;Y;Ayuntamiento de Madrid;079;Madrid;CALLE BRIONES 50;API.21.11 - SECTOR NORTE DE CORRALEJOS;V;URB;R;U;1859,38;2637,33;Suelo Urbano. Residecial colectiva. Venta, condición de 15 años de alquiler asequible.;Urban ground. Collective residence. For sale, condition of 15 years of affordable rent.;Finca de Inventario nº  22015 . LOTE 2;Inventory Property nº 22015. LOT 2;Tf.-91 480 18 07. C/ Ribera del Sena 21. José Ignacio del Fresno / Cristina Torres;9900502VK4890B0001GO;9900502VK4890B;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079117Y%27&&share&&ZONE=430000,4485000,8
079118Y;Y;Ayuntamiento de Madrid;079;Madrid;CALLE DEL DOCTOR FIDEL PAGES MIRAVE 8;APR 10.01 La Medina;V;URB;R;U;1872,91;5286,46;Suelo Urbano. Residecial colectiva. Venta, condición de 15 años de alquiler asequible.;Urban ground. Collective residence. For sale, condition of 15 years of affordable rent.;Finca de Inventario nº  34480 . LOTE 2;Inventory Property nº 34480. LOT 2;Tf.-91 480 18 07. C/ Ribera del Sena 21. José Ignacio del Fresno / Cristina Torres;3102302VK3730C0000WX;3102302VK3730C;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079118Y%27&&share&&ZONE=430000,4485000,8
079119Y;Y;Ayuntamiento de Madrid;079;Madrid;CALLE DE JOSE VASCONCELOS 7;APE 05.08 c/José Vasconcelos;V;URB;R;U;490,81;1527,47;Suelo Urbano. Residecial colectiva. Venta, condición de 15 años de alquiler asequible.;Urban ground. Collective residence. For sale, condition of 15 years of affordable rent.;Finca de Inventario nº  34464 . LOTE 2;Inventory Property nº 34464. LOT 2;Tf.-91 480 18 07. C/ Ribera del Sena 21. José Ignacio del Fresno / Cristina Torres;2004643VK4820C0000RS;2004643VK4820C;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079119Y%27&&share&&ZONE=430000,4485000,8
079120Y;Y;Ayuntamiento de Madrid;079;Madrid;CALLE GARGANTA DE AISA 5;APR.13.01 - SIERRA TOLEDANA;V;URB;R;U;919,09;3620;Suelo Urbano. Residecial colectiva. Venta, condición de 15 años de alquiler asequible.;Urban ground. Collective residence. For sale, condition of 15 years of affordable rent.;Finca de Inventario nº  34126 . LOTE 2;Inventory Property nº 34126. LOT 2;Tf.-91 480 18 07. C/ Ribera del Sena 21. José Ignacio del Fresno / Cristina Torres;4230136VK4743A0000BW;4230136VK4743A;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079120Y%27&&share&&ZONE=430000,4485000,8
079121Y;Y;Ayuntamiento de Madrid;079;Madrid;CALLE TERTULIA, 25 C/V CALLE DULZURA;API 17.05 El Espinillo;V;URB;R;U;900;3388;Suelo Urbano. Residecial colectiva. Venta, condición de 15 años de alquiler asequible.;Urban ground. Collective residence. For sale, condition of 15 years of affordable rent.;Finca de Inventario nº  9265. LOTE 3;Inventory Property nº 9265. LOT 3;Tf.-91 480 18 07. C/ Ribera del Sena 21. José Ignacio del Fresno / Cristina Torres;1379703VK4617G0001DH;1379703VK4617G;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079121Y%27&&share&&ZONE=430000,4485000,8
079122Y;Y;Ayuntamiento de Madrid;079;Madrid;CALLE DE ACHURI 29;API 15.12 Avda Daroca ? Barrio BilbaoAPI 15.12 Avda Daroca ? Barrio Bilbao;V;URB;R;U;761,9;3047,6;Suelo Urbano. Residecial colectiva. Venta, condición de 15 años de alquiler asequible.;Urban ground. Collective residence. For sale, condition of 15 years of affordable rent.;Finca de Inventario nº 16951. LOTE 3;Inventory Property nº 16951. LOT 3;Tf.-91 480 18 07. C/ Ribera del Sena 21. José Ignacio del Fresno / Cristina Torres;5658602VK4755H0001XS;5658602VK4755H;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079122Y%27&&share&&ZONE=430000,4485000,8
